CustomerID,CLV_High_Prob,CLV_Tier
14277.0,0.7438722745128294,High
12500.0,0.5579191857335256,High
16131.0,0.7586233360528056,High
17921.0,0.09225360118841995,Not-High
12818.0,0.4382254463058779,Not-High
14339.0,0.01177726605915238,Not-High
13005.0,0.0867796051675998,Not-High
18176.0,0.1194894113020374,Not-High
13517.0,0.5939937935120789,High
15743.0,0.1786620145502412,Not-High
18259.0,0.3836916878991067,Not-High
15917.0,0.008230193910912214,Not-High
16149.0,0.049156298189951375,Not-High
14988.0,0.1473906014589065,Not-High
15681.0,0.09394120296558423,Not-High
16048.0,0.07529380418232651,Not-High
13453.0,0.023131109180727537,Not-High
17579.0,0.025367989607092842,Not-High
15289.0,0.26600096361223,Not-High
13155.0,0.08454917201756443,Not-High
16928.0,0.7002147268322755,High
12373.0,0.16397019403864818,Not-High
13098.0,0.9893882507741648,High
14373.0,0.007843452561505653,Not-High
17524.0,0.08212762651269881,Not-High
16834.0,0.04847997475175025,Not-High
17239.0,0.2684814754521243,Not-High
16832.0,0.013723534805040249,Not-High
13283.0,0.09958954583908808,Not-High
15135.0,0.021100621180136864,Not-High
15841.0,0.08067961206795635,Not-High
14594.0,0.1257690633240594,Not-High
14147.0,0.0980351762921832,Not-High
18172.0,0.9668421347368191,High
16202.0,0.31284575359434647,Not-High
14044.0,0.16312294696211174,Not-High
14068.0,0.03141536588365443,Not-High
16824.0,0.04842223778283809,Not-High
13210.0,0.30898526720422426,Not-High
14071.0,0.36407349997462984,Not-High
17775.0,0.0074921055876156365,Not-High
14645.0,0.09804713174172838,Not-High
17644.0,0.7626232425218847,High
13867.0,0.022141490782884212,Not-High
13577.0,0.13155163573610268,Not-High
14096.0,0.4674853099913497,Not-High
14335.0,0.37636944498184405,Not-High
18069.0,0.555124960462785,High
14818.0,0.06549615675556912,Not-High
16241.0,0.6064765710755283,High
18257.0,0.3408303091147355,Not-High
12523.0,0.07422418131194344,Not-High
14273.0,0.01659931308551752,Not-High
18041.0,0.9017927444285764,High
15984.0,0.6171820963621658,High
17795.0,0.19454614504668938,Not-High
15386.0,0.21464896191583047,Not-High
14513.0,0.08448192617171822,Not-High
16419.0,0.11000455617545325,Not-High
16600.0,0.057670003857916055,Not-High
18280.0,0.11446239636483974,Not-High
17414.0,0.19162417018575795,Not-High
13973.0,0.07126193203690616,Not-High
13208.0,0.1011237679085999,Not-High
15034.0,0.8389711073089462,High
14149.0,0.038022432312744936,Not-High
17059.0,0.5293439152016581,High
12380.0,0.6354276836345318,High
17987.0,0.04968312884374067,Not-High
14600.0,0.0764256350913745,Not-High
17268.0,0.2178949140730255,Not-High
15643.0,0.10325444297625375,Not-High
14351.0,0.03071039166817318,Not-High
16951.0,0.2900514216216531,Not-High
18193.0,0.1885410684991009,Not-High
13282.0,0.17156552979895948,Not-High
13564.0,0.5017453697486461,High
13018.0,0.9676800110269069,High
15349.0,0.11478116415656037,Not-High
13139.0,0.759907678112549,High
15577.0,0.039425727801173066,Not-High
15366.0,0.006080278875069695,Not-High
13189.0,0.07375281226966902,Not-High
16332.0,0.5298392149136798,High
12600.0,0.19254329839554332,Not-High
14227.0,0.8258132528182938,High
17122.0,0.0495166081645712,Not-High
12592.0,0.23205520641848382,Not-High
16097.0,0.02049429142884262,Not-High
13082.0,0.7165835127658009,High
16464.0,0.5905197550670265,High
14272.0,0.03935180653076307,Not-High
16374.0,0.04773036816550664,Not-High
15314.0,0.11407899145239074,Not-High
12775.0,0.43192291119349535,Not-High
13634.0,0.14192027053813147,Not-High
13900.0,0.23169609058410945,Not-High
17658.0,0.14259890011727086,Not-High
14735.0,0.879794026694881,High
17692.0,0.17640175084452567,Not-High
13398.0,0.05255136646952561,Not-High
14057.0,0.9894947510398854,High
15181.0,0.11737628127003731,Not-High
16706.0,0.1614520717971048,Not-High
12839.0,0.9297016467712099,High
12427.0,0.13465903445917402,Not-High
14410.0,0.5211044878465684,High
13062.0,0.20085399131912463,Not-High
13162.0,0.34595493419819145,Not-High
17861.0,0.3829060167273974,Not-High
16261.0,0.08949732412778195,Not-High
18032.0,0.007345917190984503,Not-High
13901.0,0.5021114084132137,High
16828.0,0.08219412119516724,Not-High
13456.0,0.6074940233248517,High
17071.0,0.6680305737550514,High
15334.0,0.08700306930937438,Not-High
17341.0,0.2400861461931541,Not-High
15160.0,0.11206836899937646,Not-High
16187.0,0.9735997717641873,High
17311.0,0.13125441619447184,Not-High
14386.0,0.1578562451423789,Not-High
18188.0,0.38857031197796466,Not-High
16474.0,0.5341995957216018,High
13649.0,0.13083304504078272,Not-High
17228.0,0.40143893210851744,Not-High
13408.0,0.9937684035667691,High
13644.0,0.5690058613878096,High
16494.0,0.4771190256712913,Not-High
17431.0,0.10435059053517218,Not-High
13049.0,0.029402530795939963,Not-High
13988.0,0.7164124772941112,High
13976.0,0.1609095960916964,Not-High
16668.0,0.021649471015801492,Not-High
17091.0,0.7170225503562988,High
14543.0,0.7141048335040064,High
14321.0,0.16133229335020455,Not-High
13455.0,0.34586226955344473,Not-High
14626.0,0.8300790509576561,High
17442.0,0.3456058404212419,Not-High
13394.0,0.5905199175429028,High
15053.0,0.06451189040592584,Not-High
15981.0,0.8934058699333945,High
15712.0,0.08630999591460106,Not-High
12849.0,0.3828537467192021,Not-High
17588.0,0.24383283772571274,Not-High
15407.0,0.12213953271591016,Not-High
13404.0,0.03513458822472875,Not-High
15232.0,0.0869760751700875,Not-High
13330.0,0.1878366213694961,Not-High
18190.0,0.0032030141483691526,Not-High
16431.0,0.1602028337477607,Not-High
14000.0,0.21472105039413988,Not-High
17372.0,0.21411766814484035,Not-High
12693.0,0.10398868271181642,Not-High
15392.0,0.40484452190765374,Not-High
15393.0,0.011263440490249566,Not-High
14616.0,0.03933622462865393,Not-High
17049.0,0.870923806668111,High
16470.0,0.13043546177756254,Not-High
18101.0,0.02692290761156658,Not-High
12415.0,0.9632585801013193,High
17771.0,0.021488422123501147,Not-High
14535.0,0.8244947479545643,High
12879.0,0.18979511585973804,Not-High
16078.0,0.00732199199918989,Not-High
15107.0,0.048149649791486275,Not-High
13990.0,0.06014710203491834,Not-High
14534.0,0.9011082893424308,High
16353.0,0.915040052225868,High
12436.0,0.18986030533410325,Not-High
12598.0,0.6684746743852633,High
15073.0,0.4374334950496776,Not-High
15119.0,0.03293388692430215,Not-High
13365.0,0.5660732241858792,High
13345.0,0.0649079930538598,Not-High
12435.0,0.5957782015042518,High
13038.0,0.09031138091169343,Not-High
17817.0,0.039911620197870375,Not-High
16133.0,0.9906174358683963,High
15051.0,0.5400897008763517,High
14866.0,0.5840605907266577,High
13277.0,0.03274145456559787,Not-High
17889.0,0.010478524797216199,Not-High
13725.0,0.4223613891108881,Not-High
15472.0,0.3912801468719537,Not-High
16128.0,0.5206326477848657,High
12458.0,0.1108425011090407,Not-High
14264.0,0.06851392116097484,Not-High
13837.0,0.008556643599765167,Not-High
17159.0,0.5547731993184178,High
13273.0,0.06522009345134958,Not-High
14211.0,0.5587999490705736,High
12689.0,0.3451234896669953,Not-High
18248.0,0.14137593358093756,Not-High
17950.0,0.058847086031728585,Not-High
15098.0,0.5181085001156833,High
15952.0,0.19988026940828854,Not-High
12596.0,0.046363082005713964,Not-High
17670.0,0.04054463740525649,Not-High
13276.0,0.11940845718833863,Not-High
15260.0,0.21678863810203472,Not-High
17816.0,0.11752824793830467,Not-High
16866.0,0.03351721908415027,Not-High
15379.0,0.7300284883200782,High
17193.0,0.35255885370756923,Not-High
12921.0,0.9919889033093204,High
18235.0,0.5556488845889266,High
18178.0,0.4148554866356601,Not-High
17069.0,0.7902965519038129,High
17198.0,0.17253565243715,Not-High
13379.0,0.04434311394469633,Not-High
15826.0,0.6575859002818287,High
15164.0,0.0720733108846236,Not-High
16287.0,0.0569741474595847,Not-High
16614.0,0.10459122144266568,Not-High
13097.0,0.9557390330727766,High
13486.0,0.1837846371059133,Not-High
15445.0,0.016018423962524078,Not-High
17693.0,0.036789216092183503,Not-High
16983.0,0.17325263949678033,Not-High
13030.0,0.12260662414208365,Not-High
12578.0,0.6288260820834468,High
17525.0,0.2815892502814397,Not-High
17567.0,0.7707662786650216,High
17779.0,0.3353096956812992,Not-High
13538.0,0.15902456989648842,Not-High
15288.0,0.5203820409587321,High
13085.0,0.04584677576993963,Not-High
13064.0,0.20596286214807377,Not-High
12513.0,0.34919610711056887,Not-High
14798.0,0.012570415591656834,Not-High
15776.0,0.06938630394519615,Not-High
17289.0,0.06332502161429678,Not-High
14647.0,0.11198055753627441,Not-High
17958.0,0.14827625148570533,Not-High
16427.0,0.016997417888467325,Not-High
17613.0,0.8704784953278556,High
17802.0,0.20477289044400032,Not-High
16012.0,0.2019894820537892,Not-High
15852.0,0.04363118729736081,Not-High
15313.0,0.08333633932422028,Not-High
12785.0,0.09800815818910276,Not-High
16623.0,0.041918505708253964,Not-High
15843.0,0.010356042933164134,Not-High
14092.0,0.9031788766944557,High
13686.0,0.005321695090697881,Not-High
17593.0,0.5325323793427237,High
15907.0,0.14229288733022993,Not-High
14463.0,0.08001664634924903,Not-High
13715.0,0.41986005310852864,Not-High
14346.0,0.33101303543977634,Not-High
13643.0,0.02712326985162755,Not-High
16948.0,0.02753684265001505,Not-High
12583.0,0.9445170973720972,High
17348.0,0.3211115378221473,Not-High
17389.0,0.9853961700924001,High
15462.0,0.06843586742813129,Not-High
15880.0,0.27939127073264314,Not-High
14676.0,0.4372418138666518,Not-High
12853.0,0.46513216364528753,Not-High
15862.0,0.17348761580821873,Not-High
16809.0,0.0834862814978074,Not-High
17596.0,0.7710372787032604,High
16143.0,0.35332177852974156,Not-High
16674.0,0.2261549213798778,Not-High
13217.0,0.15162162017940448,Not-High
15171.0,0.20364150903090228,Not-High
16961.0,0.06165852350326586,Not-High
12852.0,0.02838807362284427,Not-High
13508.0,0.00971816660606905,Not-High
17134.0,0.16097068318258875,Not-High
18106.0,0.147113123544675,Not-High
16697.0,0.017428964555876298,Not-High
15247.0,0.26801955588285237,Not-High
17419.0,0.9037691260202454,High
16013.0,0.9836424824965748,High
16519.0,0.01816460993733462,Not-High
13309.0,0.433658982056506,Not-High
13549.0,0.052924858376240926,Not-High
17956.0,0.32308941379694595,Not-High
13263.0,0.9302399353902149,High
16050.0,0.035135436407290846,Not-High
15105.0,0.44093211635604346,Not-High
14733.0,0.8302434012011392,High
16398.0,0.5842820651438041,High
15186.0,0.04797730608957683,Not-High
13225.0,0.9234735398439629,High
15562.0,0.06514915926970834,Not-High
16256.0,0.26599597524142937,Not-High
14549.0,0.10590358384185308,Not-High
17181.0,0.10607352626889817,Not-High
13631.0,0.7101760762800066,High
16093.0,0.27707756453119897,Not-High
18200.0,0.17102035006528157,Not-High
17604.0,0.09082201519638518,Not-High
13033.0,0.0566476962845316,Not-High
14584.0,0.262609943475369,Not-High
13158.0,0.14999346599589455,Not-High
17117.0,0.009483043722262987,Not-High
13280.0,0.18873692194999978,Not-High
15132.0,0.15758889491571876,Not-High
16403.0,0.1445963583834164,Not-High
16152.0,0.4650839286150088,Not-High
12933.0,0.04663738211826364,Not-High
14418.0,0.3719945890682066,Not-High
14765.0,0.018358101049592165,Not-High
17799.0,0.6282924111409969,High
17730.0,0.9121271243821852,High
16686.0,0.5751612452707736,High
13892.0,0.006348473911649375,Not-High
13699.0,0.07904015710964936,Not-High
17256.0,0.04777388235963368,Not-High
17646.0,0.15021507955714108,Not-High
16162.0,0.012688726771890101,Not-High
18212.0,0.06352621100619367,Not-High
17929.0,0.08149151419124827,Not-High
16520.0,0.3038983854935324,Not-High
12710.0,0.4020538212065913,Not-High
12857.0,0.12179639629125695,Not-High
17572.0,0.047714166355590046,Not-High
16839.0,0.9722596565132666,High
15436.0,0.17454566905724575,Not-High
14472.0,0.3103933776380063,Not-High
12461.0,0.13438867141305266,Not-High
13050.0,0.9712309053277175,High
15296.0,0.7812060728048064,High
13706.0,0.038604516893613744,Not-High
14567.0,0.23544439061945524,Not-High
16621.0,0.08360032888115712,Not-High
16496.0,0.3580417529804966,Not-High
14215.0,0.35409482679076426,Not-High
17035.0,0.10006967791695995,Not-High
12994.0,0.30442294699961253,Not-High
18079.0,0.8933535049296347,High
13369.0,0.09343477615867361,Not-High
13000.0,0.12163039192162775,Not-High
13863.0,0.019789958999654193,Not-High
15696.0,0.719320264568994,High
16053.0,0.5044350423119506,High
13709.0,0.8219271058311635,High
15544.0,0.6523289740589356,High
14689.0,0.026012862873621072,Not-High
13305.0,0.33276574273575915,Not-High
14239.0,0.4615034691793708,Not-High
13299.0,0.24144437924286588,Not-High
16700.0,0.941520938120585,High
17371.0,0.011341962810326671,Not-High
13034.0,0.08814311382831418,Not-High
14646.0,0.9875784271475112,High
12609.0,0.06971163282883698,Not-High
14644.0,0.12248708634941285,Not-High
17115.0,0.16009356821609905,Not-High
13285.0,0.5367988511913537,High
15793.0,0.07510962899250476,Not-High
13239.0,0.03455843846100827,Not-High
14148.0,0.057585386393267844,Not-High
16117.0,0.08006838673505601,Not-High
12778.0,0.008304794002611386,Not-High
12599.0,0.04704142486010089,Not-High
16639.0,0.058308715339816145,Not-High
17550.0,0.0740692303334023,Not-High
13811.0,0.26091067371602206,Not-High
13075.0,0.21825940271599986,Not-High
16918.0,0.1855401476527044,Not-High
16005.0,0.09855994320243006,Not-High
13711.0,0.023098581163226828,Not-High
16618.0,0.7475393566369782,High
13680.0,0.5894791372803824,High
12747.0,0.8190823818311272,High
13157.0,0.1325841463786155,Not-High
18102.0,0.9931934834133305,High
14467.0,0.03547464547491077,Not-High
17238.0,0.7204872608900266,High
16225.0,0.10115556536649407,Not-High
14755.0,0.8139637578793941,High
14970.0,0.17771307100743272,Not-High
17757.0,0.8546801205926745,High
14731.0,0.08107631537098658,Not-High
16744.0,0.1826129688011138,Not-High
12678.0,0.924122146587424,High
12763.0,0.2591810133363545,Not-High
15271.0,0.7795314696236985,High
15552.0,0.011589806349958477,Not-High
17109.0,0.08817245344407883,Not-High
13946.0,0.08148763789110733,Not-High
17897.0,0.10562474216402509,Not-High
15443.0,0.5571646360306021,High
13583.0,0.49256110270202735,Not-High
17581.0,0.9506486302360105,High
16208.0,0.19391395746059692,Not-High
15174.0,0.033824110045497395,Not-High
17043.0,0.42891778672660613,Not-High
17556.0,0.02358228855623716,Not-High
13148.0,0.8749688455967906,High
17340.0,0.9313388876458712,High
14778.0,0.2398936637086668,Not-High
16807.0,0.3480659635339388,Not-High
13340.0,0.9158938062627855,High
14536.0,0.038549301467334464,Not-High
15253.0,0.041860482613452404,Not-High
15230.0,0.24485235769281266,Not-High
15469.0,0.1357892768145819,Not-High
17135.0,0.07266994442125621,Not-High
15764.0,0.6539856316103798,High
16170.0,0.45990707566347394,Not-High
16919.0,0.6608158936526026,High
16103.0,0.3888424838731431,Not-High
13249.0,0.14125633896911463,Not-High
16072.0,0.090421538328793,Not-High
12830.0,0.6285173120274599,High
14383.0,0.3083676332287677,Not-High
15205.0,0.08378268147856202,Not-High
17388.0,0.17191094376301874,Not-High
14493.0,0.5842858340052574,High
14240.0,0.03588509578010484,Not-High
15804.0,0.7812900903268161,High
16016.0,0.10198352599923881,Not-High
12722.0,0.3980457311509784,Not-High
12615.0,0.64498194369265,High
13048.0,0.15871170914209473,Not-High
16114.0,0.017798568241051985,Not-High
15128.0,0.36333470975572657,Not-High
16150.0,0.21573937685395506,Not-High
13104.0,0.020145869218123596,Not-High
16321.0,0.017365620168441776,Not-High
13269.0,0.8389671757443418,High
16477.0,0.4198857941909089,Not-High
16792.0,0.007638976930839296,Not-High
17155.0,0.05905206426697964,Not-High
16146.0,0.1534902843027109,Not-High
17812.0,0.0871248780984454,Not-High
17969.0,0.018708332805117408,Not-High
15319.0,0.03127648754266716,Not-High
18203.0,0.06113541549550368,Not-High
13728.0,0.08839604963318638,Not-High
15639.0,0.1688710610738978,Not-High
16728.0,0.1308538007704425,Not-High
12426.0,0.3376605054990176,Not-High
14301.0,0.13522005836081188,Not-High
16349.0,0.008458017570008658,Not-High
17828.0,0.4396583372979109,Not-High
13435.0,0.6105373424721815,High
12507.0,0.25288471973828236,Not-High
16279.0,0.508063624376916,High
16794.0,0.25411811718542976,Not-High
13663.0,0.019732409287320556,Not-High
13932.0,0.039616515097492644,Not-High
17189.0,0.16890365047729536,Not-High
15203.0,0.18301907713056137,Not-High
12731.0,0.924157772183835,High
16357.0,0.01918048464520379,Not-High
12910.0,0.6758163570976621,High
15863.0,0.37496673320711515,Not-High
12653.0,0.5921364126891441,High
13174.0,0.474806687692425,Not-High
14162.0,0.02213465636797535,Not-High
16625.0,0.04420406003675179,Not-High
17118.0,0.028914060109804483,Not-High
13805.0,0.12964801552294594,Not-High
18230.0,0.37451688403326305,Not-High
15219.0,0.06895271796815505,Not-High
12670.0,0.6635604775974788,High
16806.0,0.16722118796344562,Not-High
15298.0,0.8460754145755426,High
18017.0,0.04926393797878105,Not-High
16647.0,0.02895197278317776,Not-High
16255.0,0.252576395870094,Not-High
15422.0,0.01535042546641364,Not-High
16777.0,0.13027449040275382,Not-High
17356.0,0.05668968036247569,Not-High
14628.0,0.2294705036649046,Not-High
16955.0,0.006949082986738431,Not-High
16091.0,0.0444192636602295,Not-High
16144.0,0.09562369154289545,Not-High
14024.0,0.17379909960051393,Not-High
12937.0,0.40221465323520644,Not-High
16722.0,0.9410999074040806,High
17720.0,0.1850460173549399,Not-High
15676.0,0.5996570227466393,High
14407.0,0.4851282168812353,Not-High
14286.0,0.6696832825920775,High
14511.0,0.4540669648507507,Not-High
15541.0,0.09662216943319413,Not-High
13132.0,0.011848401650993177,Not-High
16671.0,0.278988729989509,Not-High
18013.0,0.04350203098069763,Not-High
16990.0,0.061114146321766365,Not-High
15976.0,0.12354195920963006,Not-High
13956.0,0.22625331503138899,Not-High
12364.0,0.34368177109534237,Not-High
13873.0,0.011344274966215357,Not-High
13707.0,0.0813665870012151,Not-High
17722.0,0.5368284713860793,High
12820.0,0.06317479159662567,Not-High
18282.0,0.014531056784211422,Not-High
17094.0,0.027835078172809724,Not-High
15104.0,0.3787676150041705,Not-High
12897.0,0.014559942106337672,Not-High
16298.0,0.005605670151414473,Not-High
17759.0,0.027764244427473724,Not-High
16182.0,0.8623822242059289,High
15304.0,0.025720818573739354,Not-High
17031.0,0.03527580880609932,Not-High
17501.0,0.03037826350176691,Not-High
14320.0,0.0639856062602224,Not-High
13159.0,0.3956308669222261,Not-High
14233.0,0.2233760161658374,Not-High
17574.0,0.045996977445139364,Not-High
14185.0,0.10823034229713233,Not-High
15608.0,0.09691331786904261,Not-High
13751.0,0.029560672091581974,Not-High
14403.0,0.47730464352654917,Not-High
14963.0,0.4286399329052196,Not-High
12886.0,0.3807772871709768,Not-High
14127.0,0.17804111222923724,Not-High
16206.0,0.04609273145425574,Not-High
13200.0,0.32267897800433026,Not-High
17691.0,0.06713031650354623,Not-High
17894.0,0.2628366812528922,Not-High
12468.0,0.13856696331796148,Not-High
18136.0,0.07599604022081417,Not-High
12833.0,0.18664427843634804,Not-High
16092.0,0.13922088079788955,Not-High
17744.0,0.6445700911000078,High
17530.0,0.6819234703027874,High
16657.0,0.0973550722768102,Not-High
17667.0,0.4852277794455244,Not-High
12686.0,0.031730150885941215,Not-High
13411.0,0.15726651745978049,Not-High
14852.0,0.42256708667536913,Not-High
13145.0,0.14462346800846745,Not-High
17179.0,0.17652261594511653,Not-High
16952.0,0.12693800161119803,Not-High
15048.0,0.07581770251284109,Not-High
14090.0,0.012564434400604972,Not-High
16980.0,0.18891646065896067,Not-High
14350.0,0.08031394251031741,Not-High
15346.0,0.032606599973553044,Not-High
17019.0,0.14592200242675749,Not-High
15306.0,0.11744683985548596,Not-High
13623.0,0.0714848270708825,Not-High
14658.0,0.030317553940952813,Not-High
14004.0,0.80300910656432,High
17068.0,0.9344355004841549,High
16340.0,0.42079240394674194,Not-High
14784.0,0.012102421707810866,Not-High
16325.0,0.03459133382492039,Not-High
12865.0,0.3685535003367017,Not-High
13588.0,0.7142132030835153,High
14808.0,0.5813999734554529,High
16342.0,0.055479665934569315,Not-High
12476.0,0.8505370684018526,High
16943.0,0.16533033612427256,Not-High
16180.0,0.6829264634225028,High
12370.0,0.40839535963434415,Not-High
13115.0,0.6645869498356907,High
14739.0,0.6174396903812867,High
16638.0,0.40849547480277976,Not-High
15866.0,0.0991850596542666,Not-High
17324.0,0.20837240813953584,Not-High
18143.0,0.3161200366711917,Not-High
13117.0,0.06543171751365391,Not-High
18250.0,0.14135474838345596,Not-High
15167.0,0.12214676295927505,Not-High
15280.0,0.02697344742083932,Not-High
12456.0,0.8587337955525773,High
13391.0,0.011365307427811984,Not-High
14229.0,0.15363727066258673,Not-High
12350.0,0.0865753722239123,Not-High
12871.0,0.023382367741620474,Not-High
17176.0,0.07126943400901091,Not-High
12738.0,0.06212061458480875,Not-High
14779.0,0.0533813484001069,Not-High
17054.0,0.29858840555578914,Not-High
12736.0,0.08623830556317774,Not-High
16875.0,0.7333984380186318,High
12473.0,0.656280450380148,High
17978.0,0.08972983545870145,Not-High
17438.0,0.0985150749269651,Not-High
13933.0,0.1318453792985621,Not-High
12968.0,0.04470293558297434,Not-High
13065.0,0.07812313801636485,Not-High
15706.0,0.2038581749068401,Not-High
12361.0,0.10693770521156228,Not-High
14257.0,0.5484059944574103,High
15416.0,0.5601420900382437,High
17309.0,0.0978548327139515,Not-High
15854.0,0.644601143265184,High
17400.0,0.4589630202133526,Not-High
18075.0,0.2764226903831478,Not-High
14855.0,0.3174783648668995,Not-High
16763.0,0.26336409749535805,Not-High
12375.0,0.07166061966112397,Not-High
16596.0,0.026245897343866932,Not-High
13266.0,0.825089251154423,High
14064.0,0.15093748994928247,Not-High
16163.0,0.10334907076990034,Not-High
16471.0,0.06931133266984582,Not-High
15733.0,0.14334351897956377,Not-High
14880.0,0.07622446533681713,Not-High
15189.0,0.9872769019294505,High
17353.0,0.353742372711248,Not-High
16581.0,0.008257118824155358,Not-High
13531.0,0.05156165510971448,Not-High
14282.0,0.7638240176625579,High
14667.0,0.9845623388892383,High
16709.0,0.7737298133977711,High
17026.0,0.004977419155615442,Not-High
15802.0,0.21971954284427023,Not-High
13510.0,0.16523893102633322,Not-High
17063.0,0.11275823127848661,Not-High
12562.0,0.683756225083894,High
13525.0,0.0747102602591752,Not-High
16109.0,0.07842278977686158,Not-High
15307.0,0.07598591724699304,Not-High
14311.0,0.0188229083701337,Not-High
12642.0,0.23094535744905972,Not-High
15885.0,0.20570616774402758,Not-High
14961.0,0.8104052479786419,High
13094.0,0.3329437468220747,Not-High
16628.0,0.40464019445447713,Not-High
13308.0,0.4400996101333067,Not-High
15081.0,0.02084146722347144,Not-High
17236.0,0.09612540858281342,Not-High
17676.0,0.14604601556491595,Not-High
16227.0,0.10414687643331266,Not-High
12530.0,0.18255276762688952,Not-High
17790.0,0.29427226033535014,Not-High
13255.0,0.08419357964211605,Not-High
16172.0,0.1807697593838773,Not-High
14867.0,0.11999969981104158,Not-High
17747.0,0.02958045227583641,Not-High
14525.0,0.8079808864544431,High
14167.0,0.00785305840908296,Not-High
13952.0,0.5375537830859888,High
13617.0,0.06147867390852192,Not-High
16976.0,0.10229788110956355,Not-High
13167.0,0.13553585131438864,Not-High
17841.0,0.980932500987218,High
18211.0,0.017916306721660228,Not-High
